formation_redshift,observation_redshift,available_time_myr,seed_mass_msun,target_mass_msun,required_eddington_activity,sub_eddington_feasible
30.0,4.0,1437.0212728463393,1.0,100000.0,0.4010195438991967,True
30.0,4.0,1437.0212728463393,1.0,1000000.0,0.48122345267903605,True
30.0,4.0,1437.0212728463393,1.0,10000000.0,0.5614273614588754,True
30.0,4.0,1437.0212728463393,10.0,100000.0,0.3208156351193574,True
30.0,4.0,1437.0212728463393,10.0,1000000.0,0.4010195438991967,True
30.0,4.0,1437.0212728463393,10.0,10000000.0,0.48122345267903605,True
30.0,4.0,1437.0212728463393,100.0,100000.0,0.24061172633951802,True
30.0,4.0,1437.0212728463393,100.0,1000000.0,0.3208156351193574,True
30.0,4.0,1437.0212728463393,100.0,10000000.0,0.4010195438991967,True
30.0,4.0,1437.0212728463393,1000.0,100000.0,0.1604078175596787,True
30.0,4.0,1437.0212728463393,1000.0,1000000.0,0.24061172633951802,True
30.0,4.0,1437.0212728463393,1000.0,10000000.0,0.3208156351193574,True
30.0,4.0,1437.0212728463393,100000.0,100000.0,0.0,True
30.0,4.0,1437.0212728463393,100000.0,1000000.0,0.08020390877983935,True
30.0,4.0,1437.0212728463393,100000.0,10000000.0,0.1604078175596787,True
25.0,11.0,284.47645798720197,1.0,100000.0,2.0257339376610473,False
25.0,11.0,284.47645798720197,1.0,1000000.0,2.4308807251932567,False
25.0,11.0,284.47645798720197,1.0,10000000.0,2.836027512725466,False
25.0,11.0,284.47645798720197,10.0,100000.0,1.6205871501288378,False
25.0,11.0,284.47645798720197,10.0,1000000.0,2.0257339376610473,False
25.0,11.0,284.47645798720197,10.0,10000000.0,2.4308807251932567,False
25.0,11.0,284.47645798720197,100.0,100000.0,1.2154403625966284,False
25.0,11.0,284.47645798720197,100.0,1000000.0,1.6205871501288378,False
25.0,11.0,284.47645798720197,100.0,10000000.0,2.0257339376610473,False
25.0,11.0,284.47645798720197,1000.0,100000.0,0.8102935750644189,True
25.0,11.0,284.47645798720197,1000.0,1000000.0,1.2154403625966284,False
25.0,11.0,284.47645798720197,1000.0,10000000.0,1.6205871501288378,False
25.0,11.0,284.47645798720197,100000.0,100000.0,0.0,True
25.0,11.0,284.47645798720197,100000.0,1000000.0,0.40514678753220945,True
25.0,11.0,284.47645798720197,100000.0,10000000.0,0.8102935750644189,True
